2	84	443	2378
3	2371	1669	2163
9	2001	1956	958
1	327	797	2284
2	1927	465	514
2	171	290	1660
2	150	2070	38
0	2339	21	110
2	34	253	1818
1	1982	275	25
8	1437	872	788
0	2483	4	78
5	2194	255	157
2	200	2140	1651
6	336	1193	2219
0	2228	512	623
0	2135	137	1609
3	57	267	3543
2	1586	161	2415
2	34	2350	2734
2	747	381	226
2	257	526	2868
2	112	501	293
7	547	316	2664
2	110	63	2643
6	896	1527	912
0	1131	1069	521
2	1710	2140	496
1	449	953	25
2	14	863	2213
3	1525	693	735
0	2040	137	529
2	66	1441	653
5	9	1271	699
0	2583	279	110
2	1613	504	2019
0	2483	70	67
2	243	495	1504
5	364	2427	2691
0	487	13	371
0	568	70	2
5	1183	550	1345
0	1725	166	110
8	1532	2077	977
5	807	759	1345
2	204	1207	2953
2	113	916	2317
2	1915	114	580
2	243	508	2517
3	404	883	2939
2	110	161	2104
4	9	2808	709
7	807	988	1775
0	2483	137	67
0	2908	512	1860
2	74	63	825
5	1386	255	537
2	110	948	2104
2	171	1411	2118
2	767	351	825
0	1679	21	2
6	236	1980	238
2	1311	1377	2724
8	873	1698	788
8	873	1399	788
0	568	137	611
2	171	114	2084
10	2610	1434	1814
7	1982	316	255
3	733	734	1922
3	57	127	1301
11	1885	3210	2789
2	15	253	1504
1	2275	10	25
8	1399	1437	788
2	221	201	585
2	1135	431	1875
2	243	249	2420
0	2483	147	421
0	1216	70	171
2	380	501	2407
1	2430	2635	590
1	265	2090	25
10	2991	1433	1435
2	200	852	2807
2	21	443	2019
9	2049	1844	1591
2	84	661	2575
4	1690	614	127
9	2775	2001	958
2	31	435	2105
7	9	988	2120
0	2228	512	752
9	1589	2387	958
2	31	724	1660
2	1546	1034	2068
1	523	428	1749
2	2714	161	2643
2	1297	285	2121
0	647	1977	1031
2	292	225	2337
3	2113	883	3491
0	1604	563	488
2	200	118	2551
2	166	596	2084
2	1063	800	2173
3	57	25	3275
8	2602	1437	977
1	2526	556	25
5	2275	1458	2167
2	529	381	226
2	15	443	1541
0	1604	121	70
0	2002	4	277
7	23	988	1775
2	442	253	1875
6	896	1097	2180
2	13	501	2320
5	265	182	2225
7	23	316	1727
8	786	787	788
1	1961	10	785
2	149	686	653
2	35	161	2105
2	5	1280	2325
0	1630	4	442
6	896	1236	912
2	5	285	2105
6	236	2268	602
1	478	1340	693
2	121	63	1772
3	2113	883	2114
2	244	161	2770
0	489	518	1953
2	35	290	1660
7	274	1149	479
2	66	508	1908
2	715	465	2481
2	1696	1354	1672
0	1326	137	150
0	665	137	713
11	1885	2788	2789
1	327	608	127
4	265	2397	267
3	2113	190	1854
2	166	599	1386
5	496	1344	1345
6	896	2165	912
2	251	201	1300
1	1386	664	25
2	417	587	2317
0	489	177	1696
1	523	1751	2284
2	112	294	2551
2	215	201	2460
5	2458	255	2167
2	376	253	2996
3	1855	883	3176
2	112	351	1504
1	2322	100	25
2	166	1366	370
2	244	1680	2764
5	9	2427	699
0	2732	536	289
2	4	686	1772
3	57	267	2881
3	57	25	3543
3	57	227	2795
0	487	13	304
1	274	953	127
5	2322	592	2167
2	200	294	538
1	963	832	25
8	873	2934	977
3	57	267	2678
2	149	501	653
0	1679	166	2
0	2569	50	112
4	327	614	267
3	2113	883	3151
2	50	294	2233
2	207	63	585
2	257	1361	2317
2	2439	1046	342
0	3373	535	951
1	265	2635	946
1	327	234	2284
2	1977	249	2280
1	2322	1549	193
3	57	127	363
2	13	63	3083
1	1826	189	25
2	166	494	2927
2	2439	249	310
0	2880	121	54
2	113	494	2415
1	2446	428	340
3	57	267	2795
2	218	1314	1821
4	555	2808	960
2	74	494	1882
2	446	1187	3123
1	1403	2635	190
2	221	37	1985
6	896	1352	2180
2	14	300	1903
2	244	1876	864
2	1317	577	890
7	2828	1149	759
2	86	494	1818
0	1326	137	137
2	1194	253	2643
7	364	988	2427
2	74	381	585
2	747	526	1762
2	166	1581	1660
2	1616	294	38
5	191	592	1345
3	57	127	2892
0	2328	243	1066
2	243	508	2624
0	665	137	1375
7	753	1149	479
2	15	249	848
0	1604	166	304
0	2342	69	117
2	15	225	585
2	834	161	1364
2	149	431	1504
2	257	443	1670
2	5	465	2146
1	1982	212	418
0	2268	69	412
2	22	1581	3311
0	2290	70	2
2	31	309	1670
7	807	988	479
3	57	227	3433
1	1982	10	590
0	1216	50	371
9	2524	2559	1591
7	478	316	1775
0	2042	1126	1696
3	57	25	3355
2	1616	225	38
1	1947	10	193
2	112	494	2751
3	733	734	2208
2	503	201	1481
2	13	431	1925
2	1330	443	364
2	50	37	2393
2	207	840	2369
6	1268	2342	1745
2	243	161	2253
2	1003	1870	2183
2	152	431	2317
0	1216	279	110
2	132	1480	1481
0	1326	137	529
5	2322	255	2167
5	449	255	1345
0	665	137	424
9	3022	2914	958
6	896	2165	1970
3	57	418	3456
0	2050	15	529
0	2599	4	272
4	478	3001	693
2	775	294	3071
2	36	37	2253
0	2715	512	707
2	251	686	1396
2	112	494	2118
2	1089	2070	985
2	277	253	585
1	1982	428	267
1	612	918	613
2	1616	1219	1428
2	251	285	2420
5	555	1271	699
3	1921	823	2061
0	2651	74	876
2	112	933	1889
2	1315	161	1393
2	42	1034	2105
3	733	231	735
1	1947	476	684
2	86	309	3108
2	5	341	500
9	1945	1589	958
6	896	1097	1970
2	1719	1204	2320
0	2757	512	289
2	498	1503	2837
0	1216	4	72
5	946	255	1345
0	2179	50	2545
0	1812	456	951
0	1028	171	1953
2	86	443	2898
8	1437	2399	977
2	1012	161	3338
2	74	285	2105
7	478	316	479
2	224	37	848
2	207	737	2711
2	831	443	2804
0	568	4	442
2	2029	508	2868
1	612	165	613
0	1235	50	1641
2	50	431	2104
2	1927	1896	373
7	663	988	479
0	1326	50	251
5	648	1271	2055
2	149	577	2211
8	2076	2615	788
3	57	58	2795
2	1311	686	1985
2	5	1377	3040
3	733	883	1526
2	66	285	1545
8	1437	873	788
2	387	1113	2173
3	57	58	2678
1	677	165	340
1	1736	556	25
7	9	1149	1727
2	22	161	621
2	529	161	2253
1	181	953	792
2	112	161	2104
0	2599	279	442
0	2056	50	137
2	1977	603	2280
2	149	596	2118
2	1012	494	1762
1	2121	918	127
1	963	664	792
5	327	317	1345
2	611	494	2183
2	304	501	825
2	204	201	1300
2	44	1233	1772
1	181	1340	25
2	110	745	2105
2	715	816	1692
3	57	227	2678
0	665	137	80
0	665	50	707
2	739	285	2230
4	807	614	792
2	1110	495	1821
0	1604	121	102
3	404	190	2939
2	244	369	2377
1	327	2499	883
2	1953	541	1778
1	2239	100	438
2	1613	161	2415
0	665	50	1276
2	121	253	585
1	2828	199	25
6	896	491	1970
2	112	63	1660
2	4	686	2953
2	1063	1366	3049
0	1217	50	138
2	45	1204	2173
9	2737	3075	1591
3	2486	883	405
2	376	1739	2898
3	57	58	2548
3	57	227	3032
2	4	1366	2632
2	144	285	2105
2	224	465	1772
3	2489	267	347
2	671	443	2638
2	4	249	1364
0	629	493	1953
8	2844	2195	788
2	272	649	2517
2	257	1411	2118
4	164	3001	1578
0	2056	512	1472
2	112	114	2828
0	1217	13	2376
0	2135	50	421
7	191	316	2427
1	2913	234	25
0	2328	4	154
6	896	564	2180
2	112	161	783
2	175	494	825
6	896	892	2180
0	2056	50	35
1	612	524	613
2	112	1783	2369
2	244	599	2105
3	57	418	2798
2	224	381	1772
5	191	2030	2244
1	2393	199	25
2	1330	201	364
2	34	369	864
2	4	249	1670
2	215	686	1908
6	236	2874	602
1	1947	230	193
1	1148	2511	332
2	87	287	2118
2	66	501	2105
7	449	1149	2664
0	2583	279	280
0	2757	512	689
2	503	526	1474
2	387	526	1818
4	1748	1074	127
2	1181	604	2517
2	729	1188	507
0	2348	166	951
1	327	608	693
0	1167	171	1953
1	1183	608	267
0	357	1977	67
2	1638	2140	265
2	4	309	1670
0	1758	1069	521
3	2113	883	49
2	2069	161	890
8	872	2076	977
0	2243	512	174
2	113	508	1292
8	1532	2303	788
0	2002	15	27
0	520	563	44
2	112	161	2751
6	896	2763	1970
2	50	494	2741
0	1326	70	72
2	498	501	1889
2	529	381	1092
2	34	494	1818
8	2374	2076	977
2	1315	740	650
7	9	988	2664
2	166	508	2953
4	265	2511	267
3	57	267	2876
4	181	2808	25
0	685	456	113
4	274	2214	25
8	1437	2076	788
0	1952	563	488
9	2914	2387	1591
4	857	2214	859
0	1952	69	117
1	670	1934	11
0	1812	512	752
0	2179	512	488
2	951	661	2575
0	1725	21	67
2	22	225	2837
2	1487	240	2927
5	2126	2427	1994
3	57	267	1902
3	1921	693	735
2	243	381	226
2	442	967	585
2	31	201	621
5	2322	182	1682
5	327	2030	2691
5	921	1271	2225
0	645	1915	1126
2	4	1377	2724
8	2410	1437	977
10	2610	2274	1435
6	236	1604	943
2	414	294	109
0	1326	279	171
5	2194	255	1825
8	2060	2411	788
1	1961	24	11
5	708	1349	1345
1	670	556	883
6	941	1604	1198
2	284	381	585
2	1	225	585
2	89	965	1908
2	15	294	2253
2	4	2140	282
1	1947	10	25
5	2012	255	1345
2	387	114	1985
2	4	1581	3311
3	57	127	2502
2	834	341	1545
1	762	1605	25
2	1915	2026	580
2	112	431	2253
2	1317	852	690
7	188	988	255
2	387	201	2840
1	1947	797	684
2	144	1204	2173
2	834	225	2919
2	715	381	1692
0	2497	121	70
2	13	1204	2320
2	35	161	2146
3	733	693	735
0	2135	66	503
9	2571	2524	1591
10	2263	1585	1992
11	1973	2659	3130
2	204	253	1882
0	1630	4	110
3	2113	883	3351
2	200	285	2253
2	31	240	2573
2	35	1219	2884
8	2592	2592	977
0	2002	51	284
2	123	686	1908
3	57	58	1107
2	166	37	2369
2	503	201	2638
2	166	341	2859
0	920	4	56
2	204	1207	507
0	1326	70	35
3	2489	25	2312
9	3075	3022	958
1	1961	10	11
1	549	2090	267
3	2113	883	3525
2	32	240	1545
2	1	285	1342
2	251	1113	3096
3	2489	883	347
2	31	577	2084
8	2076	872	788
2	112	249	2898
0	1952	563	70
1	1982	10	25
2	14	1034	2213
2	380	47	3040
1	670	1934	25
8	2303	787	788
8	2077	2374	788
2	583	431	825
2	15	253	2953
2	2069	1896	471
6	236	2497	1320
2	4	494	2154
3	57	267	2354
2	166	285	2253
0	2483	137	638
0	1216	147	421
0	2179	512	1860
0	2290	4	180
0	2328	243	244
7	449	1149	2030
3	2113	418	884
0	568	21	110
6	336	892	2219
6	941	1980	1198
2	166	114	2828
0	2599	70	35
2	1641	494	191
2	5	290	1903
4	607	2214	25
2	387	494	1882
10	3078	2381	1435
0	2002	174	175
8	2303	1823	977
2	149	504	2118
0	622	512	689
2	1311	494	2118
0	1326	70	22
1	1121	2090	25
2	442	1187	2230
2	5	933	1889
3	57	25	3246
2	13	3292	1925
0	1515	1977	518
0	2569	137	80
2	4	1233	1772
2	834	740	2840
1	1628	524	25
2	3010	247	259
0	865	144	1696
0	1952	121	117
0	423	149	123
2	4	686	1925
2	66	494	2183
6	236	2908	2442
0	2050	137	1782
7	807	316	479
3	2106	127	2273
2	15	1684	2213
2	204	508	2953
8	3172	2241	788
1	1521	199	25
6	1268	2348	1270
0	1216	137	493
2	15	2140	274
2	14	47	1903
2	1927	596	259
6	336	927	2219
3	2113	567	1854
2	112	599	2230
2	380	1441	109
2	112	161	2807
0	970	1915	86
4	1403	614	190
7	1558	1149	479
2	834	501	2643
2	31	1361	2317
11	1973	3222	3223
3	1525	734	2061
2	5	372	1882
2	5	1219	2884
0	655	50	1641
4	555	2511	25
2	74	577	2105
0	1068	121	687
7	23	1149	2690
2	726	508	1292
2	35	287	1602
8	872	2077	977
2	414	495	1821
0	2287	177	1696
11	1885	2163	1887
2	104	285	2560
0	685	512	689
2	121	285	2360
2	34	948	1504
2	1012	435	1762
2	107	114	1762
2	112	508	2233
2	13	508	1925
2	2266	443	2751
1	677	368	438
2	4	2205	3476
1	3111	1549	25
0	685	166	304
2	1194	501	2643
3	2371	477	2163
1	2107	199	267
2	200	2645	327
2	729	297	1963
2	380	350	1617
0	685	121	1387
2	5	724	2183
2	221	351	1602
2	70	1771	1772
2	4	161	2837
2	166	1594	2859
3	57	58	2848
0	487	50	138
8	873	873	788
2	160	290	2236
1	2275	718	1722
3	57	25	3559
1	327	1237	1722
2	387	225	3037
2	62	504	653
0	1326	137	123
0	2583	21	78
2	200	47	2481
2	1546	604	2995
2	289	526	2183
2	1330	443	2730
2	31	933	1875
0	1630	279	2
2	493	63	2183
0	2002	4	154
3	733	823	2061
2	14	599	3494
2	1613	443	3236
2	218	495	1504
2	1927	201	282
2	70	285	2105
2	62	435	2183
2	15	47	864
2	251	688	1963
2	729	1441	109
0	2487	512	764
2	4	161	2500
2	177	161	1292
2	468	730	2118
7	188	988	156
2	4	506	507
2	169	816	1692
6	336	905	2219
0	1216	137	150
6	941	2339	943
3	57	25	2678
1	327	1452	785
7	478	316	2030
2	35	494	2233
0	2328	4	14
6	941	1725	943
4	274	1633	1749
6	896	991	1970
0	1217	50	137
2	4	599	2084
5	555	808	699
8	2060	2077	788
1	478	2635	693
5	2126	2030	1994
2	13	501	2183
2	767	1314	1821
1	1978	10	1749
7	9	1149	2030
2	4	1204	2320
0	2218	512	1194
2	387	495	864
8	2303	3206	788
0	1701	279	72
2	80	1441	109
2	112	161	3162
2	224	161	2146
3	2486	883	2930
0	1217	834	1311
3	57	227	3327
3	2106	267	2273
0	2487	13	1718
7	1226	316	2427
0	997	1069	521
1	1947	192	741
2	529	501	825
2	4	341	538
2	74	737	2105
0	2002	174	366
2	1315	430	1036
2	200	1207	2953
0	622	512	1794
2	518	494	1300
0	2218	512	107
0	2050	137	1089
2	110	508	109
3	57	127	2190
0	1701	50	163
3	57	25	3284
2	713	37	2162
2	166	902	2551
7	2012	988	479
2	2439	1137	1665
1	191	2090	267
2	107	341	2859
3	2106	127	3176
8	873	1608	788
7	921	988	2427
0	423	66	1089
0	2050	147	529
3	2486	883	3420
2	5	201	2517
1	2275	428	25
7	129	316	2664
2	1641	1485	989
2	2069	1896	761
3	2106	127	969
2	4	495	2481
3	57	227	3404
3	1525	693	2061
2	224	369	848
3	2106	267	2132
6	941	1286	1320
0	1068	456	166
5	364	2030	699
0	1701	70	171
2	881	2645	38
6	896	1449	2180
2	1948	494	1292
2	66	285	653
1	3320	556	25
2	132	285	1875
5	254	255	1717
8	2303	1213	977
1	1978	428	1749
0	1334	121	44
0	2056	512	67
0	1725	4	868
2	171	504	653
1	523	2111	2284
0	628	4	110
2	244	443	2389
0	487	50	22
0	423	137	424
2	1031	249	2840
0	2135	166	503
5	364	2427	699
2	112	504	3536
4	233	2808	1996
2	149	599	2233
2	1317	431	310
0	2056	289	289
1	327	1452	267
0	685	121	159
2	1330	63	2730
2	4	1233	864
5	327	759	1345
0	1777	563	44
9	1957	3022	1591
2	1317	422	134
2	2439	494	2408
0	685	512	752
3	57	267	3457
8	2304	975	788
7	2033	1149	2120
7	555	988	479
2	51	372	2624
2	360	350	2517
0	568	4	78
7	1748	988	479
7	364	1149	1775
2	1586	1113	2173
0	2228	512	51
0	1429	1069	197
8	873	1624	788
2	536	526	2146
2	70	294	1772
2	207	249	848
9	2001	2590	958
2	147	422	2054
2	498	1207	2927
8	2076	2411	788
3	2721	1551	884
3	57	127	3246
1	2121	1733	25
8	2060	1437	788
1	496	2499	25
0	2002	121	277
0	2342	69	54
3	404	25	3497
2	2	431	2317
0	487	50	951
2	112	225	2919
3	566	960	1460
0	2425	137	529
1	1826	165	25
2	86	161	293
2	493	294	1292
2	1641	603	496
2	747	501	825
2	31	294	2837
2	1927	253	282
4	485	1237	25
2	50	745	3129
3	2489	127	2680
1	549	2635	267
0	489	493	1953
1	1552	608	25
3	566	567	1460
0	2487	512	707
2	623	240	2953
0	2002	121	175
2	166	114	2638
0	2290	4	583
0	1217	50	50
2	5	686	1908
0	1217	834	62
1	2275	234	25
0	487	13	488
1	589	2635	590
8	2399	1437	788
3	57	227	3094
2	244	225	1875
0	2348	512	856
0	665	31	529
2	4	504	538
2	1616	587	38
8	2304	2304	977
2	171	494	1504
5	191	2427	2244
5	1690	255	1345
2	4	494	1300
1	523	1074	332
2	658	161	1481
5	1798	255	2832
6	896	3000	2180
2	180	1720	864
2	1311	37	1367
0	1867	4	442
2	149	2140	1688
2	171	294	3071
3	57	58	2405
0	920	121	44
5	327	2427	183
0	2328	243	80
2	834	2140	327
2	66	1635	2966
2	112	494	2573
2	4	253	2389
4	327	3336	25
1	1982	189	1109
2	821	381	783
2	1375	2070	252
2	2714	508	2711
2	86	294	1292
2	521	2350	2734
8	2410	2399	977
7	1183	988	2664
0	1216	50	304
8	2844	2303	788
2	244	494	1762
0	1515	379	1696
0	2583	137	1609
2	2	494	2770
3	57	58	2870
0	2135	149	66
2	204	294	2233
1	2275	1035	1722
2	169	465	1545
2	70	161	1772
2	1315	494	1734
2	66	599	2019
4	327	2397	684
2	354	161	1772
3	57	58	3047
9	1844	2911	1591
3	57	127	1883
9	1590	2737	1591
4	1748	614	127
1	274	1340	1415
0	1949	50	1641
2	149	494	2919
6	236	2342	238
2	414	495	2154
2	147	253	109
0	2056	512	856
2	2069	161	2046
2	137	1441	653
8	2060	2076	977
2	51	341	2624
2	243	599	1821
0	1217	21	22
2	1317	596	908
2	243	240	1545
0	2328	4	45
2	112	114	2573
1	1947	10	684
0	2135	376	123
0	2599	21	67
8	2410	2060	977
8	1400	2076	788
2	166	443	2509
1	327	608	1722
3	733	693	2208
3	57	127	3321
0	2487	512	1318
2	8	443	3171
2	493	1021	2868
2	408	201	2517
2	209	1021	2384
2	7	381	1545
10	2263	1433	1992
2	209	443	848
2	767	501	825
4	2121	130	127
6	896	2328	1737
2	34	494	1504
3	2106	25	2586
2	35	114	2084
5	1982	1271	1790
8	2076	1400	788
2	112	1046	2625
0	489	66	1696
1	1386	10	332
8	2195	786	788
2	376	2140	2141
8	2060	2399	977
2	3010	294	322
0	2660	1069	197
2	34	577	2573
2	5	494	2384
0	2135	1126	713
2	87	443	3171
0	2583	137	611
2	2069	431	282
2	4	443	1300
1	762	1340	1669
2	144	294	1292
1	3234	524	25
0	2348	512	1794
2	1641	599	265
7	1552	1149	479
6	336	2218	2219
2	1317	225	690
2	277	508	2233
0	1167	177	1696
8	1437	2077	788
4	327	614	25
2	8	326	3171
2	1135	253	109
3	404	883	405
2	174	835	3378
2	141	603	2420
1	181	608	127
3	733	231	2471
0	2002	51	1066
8	2303	975	977
2	204	118	1300
2	414	495	2475
0	1952	200	412
8	2410	2410	977
2	308	114	2325
2	14	431	293
2	4	501	2741
0	2228	512	1360
0	2290	70	442
2	1031	501	2183
0	1216	166	167
9	2049	2524	958
2	35	201	2233
2	8	483	2019
0	2487	13	304
6	1268	2002	1270
2	50	745	1386
2	15	508	1903
2	178	443	2183
2	1710	526	323
0	1217	166	171
0	1630	4	171
1	963	266	25
2	36	201	2711
1	364	1452	1551
2	387	443	1670
0	2218	512	623
2	243	297	2495
1	523	10	1749
2	4	300	1481
2	137	431	1692
2	244	604	2517
1	2321	1035	25
6	896	41	2180
5	318	255	1345
1	963	192	11
2	3010	294	323
2	169	495	2734
0	65	1977	1252
2	15	1233	2105
2	4	37	2369
8	2304	2303	977
1	3167	1579	267
4	607	614	25
0	2040	137	726
2	387	285	2084
2	834	661	2575
2	34	1594	500
7	680	1149	2427
2	1089	2070	2071
0	2483	137	424
6	236	2268	1198
2	3010	210	650
1	2322	189	25
2	243	341	2575
2	2714	1280	1529
0	2483	137	611
2	829	161	3378
7	1798	1149	255
1	327	1340	741
0	2243	535	951
2	200	443	1300
2	112	596	2118
2	102	118	1300
2	583	2043	2420
2	169	603	2420
5	327	1727	1682
1	612	428	613
5	274	808	2055
2	66	2070	38
2	1710	161	2733
6	896	3000	1737
0	2569	50	163
0	568	137	1609
2	387	494	1504
2	104	649	2084
2	617	730	2118
2	518	2645	2260
3	2470	823	735
4	265	614	693
2	144	696	2173
0	2228	512	1860
2	257	161	3338
8	2410	2411	788
5	612	255	393
6	896	2002	1647
5	2458	255	1825
2	224	350	1772
2	4	1274	2722
1	612	24	613
6	236	2339	1287
0	1216	4	280
0	1701	70	72
1	327	1605	127
2	257	201	1660
2	442	1366	478
0	1216	279	171
1	2239	189	418
4	274	2469	25
2	144	1361	2317
3	2113	883	3569
2	1927	114	282
0	1777	121	197
5	1982	1271	2147
2	468	796	1881
2	442	114	1985
7	1403	316	479
2	112	201	2828
0	1216	4	171
0	1216	137	713
3	2106	883	1856
0	2487	13	1267
3	57	267	3456
7	1225	316	479
0	931	1069	197
0	487	137	529
2	166	2070	259
4	191	614	693
4	181	614	25
6	896	878	912
5	1183	1828	1345
2	244	253	507
7	1798	1149	759
6	896	2002	898
4	318	3001	320
1	2121	1209	25
2	27	526	1762
5	2913	255	393
2	570	494	1654
2	44	294	1772
1	2321	556	25
0	2483	137	137
0	1068	70	78
2	518	287	3259
0	2497	200	44
0	1867	279	442
8	2060	1608	788
1	265	608	267
2	31	1049	1908
0	2268	121	44
3	2721	267	884
2	617	351	825
7	1982	988	255
3	57	58	2933
2	218	381	2420
2	739	1187	2230
2	4	505	585
2	747	494	1762
4	496	614	267
2	112	599	1670
1	274	1340	332
2	13	294	2995
2	221	161	2105
1	478	212	2284
0	2135	137	421
1	274	2090	25
1	9	1605	25
5	670	255	256
1	1628	524	231
2	387	494	2741
6	941	2342	1198
0	685	512	535
0	520	563	102
0	2487	563	44
1	327	2499	127
1	1628	1298	231
2	50	47	3392
2	4	443	2898
0	2487	121	102
9	2738	2524	1591
7	2393	316	1775
0	2002	121	1066
2	166	63	1772
2	22	63	2213
1	9	1074	709
2	32	1188	500
0	2757	512	51
5	449	156	1345
2	470	297	2661
1	265	1096	1749
1	963	664	25
2	244	508	621
0	1701	50	687
2	442	494	2770
0	1952	200	44
1	2239	234	418
0	2290	279	35
1	677	428	340
2	121	1366	370
3	57	418	2842
5	327	698	699
8	1698	2077	788
0	1701	4	22
0	1057	518	1953
1	496	953	127
2	658	1480	1481
11	1885	3222	2789
0	2003	512	29
1	612	192	613
2	144	294	2084
2	14	294	2253
2	13	341	2624
5	327	2427	2782
0	1217	50	687
1	327	3212	276
1	3234	199	25
1	2121	24	267
2	152	381	2661
2	1110	730	1821
2	1063	1366	749
2	4	885	2495
0	2135	376	713
7	191	316	1775
2	243	47	1908
2	529	431	1275
2	387	2140	274
0	487	50	44
6	336	3089	2219
2	304	300	1903
1	188	428	25
2	207	1064	2320
2	1063	1354	2862
1	327	230	2284
2	5	1503	2837
0	665	50	137
0	1952	200	570
2	1616	431	259
2	13	465	2625
6	896	1082	1970
2	14	1680	1903
9	1957	2911	1591
2	112	161	2415
2	251	201	2360
7	1628	1149	2030
1	612	212	1578
2	4	1485	2233
0	2002	207	284
2	171	294	293
2	251	1503	134
2	244	933	1617
0	65	379	1696
2	4	133	2884
2	123	465	1772
0	65	1126	1696
0	1604	563	102
2	296	730	2146
2	34	201	2837
0	2599	70	78
1	496	1605	193
2	387	1485	2369
0	1216	166	110
1	265	1340	418
2	175	495	2154
0	1216	166	2
1	612	10	25
2	715	501	2407
0	2348	512	1318
0	2056	50	123
1	274	2635	127
5	9	1271	2055
2	204	465	1882
0	2487	512	951
3	57	227	2863
1	265	1452	127
4	857	2412	859
1	2121	524	1415
2	387	494	3142
0	2651	244	876
2	457	201	2953
2	110	253	2643
1	1947	199	684
2	62	840	2384
5	1571	592	1345
2	277	2140	274
0	1326	4	78
1	327	1074	25
0	1216	50	707
2	4	840	1736
2	387	443	3037
0	2348	512	764
7	9	1149	2664
0	1867	70	2
2	244	300	1481
9	1590	2571	958
2	200	201	3301
2	149	37	653
2	218	501	825
0	1326	279	22
2	112	253	2624
2	456	745	1386
0	520	121	521
2	171	494	2233
9	2523	2914	1591
3	57	25	3597
1	2121	524	25
2	1546	443	2573
2	66	577	653
2	270	201	2859
2	224	686	2460
7	2275	1149	2222
0	1867	279	110
2	251	2070	38
2	4	494	1504
6	896	2328	1970
0	2228	512	1194
2	44	47	2481
2	488	161	1772
8	2077	1399	977
2	62	431	1300
2	244	108	2500
2	414	494	825
3	2106	127	3135
8	975	2304	977
9	2392	3075	958
2	488	649	1396
1	612	524	25
2	2069	1896	259
6	896	2002	2216
2	5	686	2953
5	555	255	1345
0	2483	50	1267
1	1736	524	127
2	5	1049	2084
4	327	2511	693
8	1608	2077	788
2	2281	495	1821
5	1982	182	1994
0	1758	1069	197
0	2732	536	35
0	2583	4	171
2	1546	604	1602
11	1885	2618	2702
1	181	1340	792
2	4	599	1504
2	333	599	710
6	941	2339	1320
2	70	599	1541
3	57	58	2780
2	66	1720	2509
1	274	2511	25
0	2135	166	1609
2	35	1485	2105
0	1116	1069	197
9	1945	2775	1591
9	2448	2001	958
5	23	592	1717
0	1777	121	102
1	1552	1333	25
6	236	1980	1287
0	628	21	110
2	2	253	507
6	896	2833	912
2	1063	1366	1367
3	57	25	3237
2	15	201	293
2	429	443	2146
2	742	201	2837
9	2001	957	1591
0	88	50	1641
4	327	2511	127
6	1268	2172	1270
1	327	608	213
2	171	494	2384
2	1641	599	1552
3	2106	190	335
8	2241	3206	788
4	327	614	127
2	1613	599	2415
2	1077	249	2420
0	628	4	204
3	2486	25	3368
1	3111	556	25
2	1794	494	2919
3	57	267	3559
5	181	2030	1994
2	166	494	1292
5	963	255	157
0	622	4	583
2	4	1207	507
2	379	526	2146
2	1181	114	1292
5	555	1271	2055
2	35	133	2146
2	62	2070	2105
2	5	300	1481
2	51	161	2624
3	2113	792	1854
2	1110	501	3097
4	478	2090	693
2	112	745	1386
2	251	2070	2105
2	4	161	1692
2	7	1188	2146
5	2107	255	537
11	1885	3094	2648
2	1317	253	580
2	1003	577	2236
0	1167	1753	1696
3	2113	883	1106
